DateFacturation_FK;Site_FK;Produit_FK;Client_FK;PrixCatalogue;Remise;CA;Marge;CoutDirectMatiere;CoutDirectMainOeuvre;CoutIndirect;Quantite;NumFacture
20210901;17;26;44;59052.00;4134.00;54918.00;17574.00;9336.00;21286.00;6722.00;76.00;F1299
20211001;18;35;43;58223.00;6987.00;51236.00;13321.00;12891.00;17820.00;7204.00;79.00;F1300
20211101;17;36;38;47731.00;7160.00;40571.00;15417.00;6792.00;13080.00;5282.00;59.00;F1301
20211201;16;27;42;17175.00;3779.00;13396.00;3751.00;3279.00;4340.00;2026.00;75.00;F1302
20220101;18;30;37;37734.00;2641.00;35093.00;11581.00;7054.00;12696.00;3762.00;57.00;F1303
20220201;16;24;44;16832.00;2525.00;14307.00;4864.00;3588.00;4344.00;1511.00;64.00;F1304
20220301;16;36;42;16800.00;3696.00;13104.00;4455.00;3114.00;4411.00;1124.00;100.00;F1305
20220401;15;33;44;26642.00;4529.00;22113.00;6413.00;4710.00;6751.00;4239.00;77.00;F1306
20220501;16;35;42;24024.00;6967.00;17057.00;6482.00;4124.00;4653.00;1798.00;39.00;F1307
20220601;15;24;36;52718.00;2636.00;50082.00;14524.00;14223.00;18846.00;2489.00;86.00;F1308
20220701;17;32;40;8928.00;1518.00;7410.00;2742.00;1307.00;2754.00;607.00;62.00;F1309
20220801;17;34;36;28616.00;6582.00;22034.00;5068.00;4242.00;7465.00;5259.00;73.00;F1310
20220901;17;25;44;20325.00;3862.00;16463.00;4610.00;2963.00;5334.00;3556.00;75.00;F1311
20210101;17;24;40;74582.00;15662.00;58920.00;15908.00;15914.00;19786.00;7312.00;89.00;F1312
20210201;18;36;40;23600.00;472.00;23128.00;8326.00;4293.00;6809.00;3700.00;40.00;F1313
20210301;18;31;40;19176.00;4027.00;15149.00;4545.00;3817.00;5514.00;1273.00;47.00;F1314
20210401;14;25;45;9558.00;2485.00;7073.00;1556.00;2041.00;2483.00;993.00;81.00;F1315
20210501;15;29;40;51030.00;12247.00;38783.00;12411.00;9230.00;14241.00;2901.00;63.00;F1316
20210601;18;32;38;18225.00;5103.00;13122.00;4986.00;2604.00;3580.00;1952.00;81.00;F1317
20210701;18;24;40;35226.00;2818.00;32408.00;7778.00;9606.00;13793.00;1231.00;57.00;F1318
20210801;16;33;44;33900.00;1695.00;32205.00;9662.00;6087.00;9017.00;7439.00;60.00;F1319
20210901;16;33;43;12261.00;1226.00;11035.00;2317.00;2615.00;4097.00;2006.00;67.00;F1320
20211001;18;30;43;34526.00;8977.00;25549.00;5621.00;5181.00;11758.00;2989.00;61.00;F1321
20211101;16;32;43;17301.00;3114.00;14187.00;3972.00;2860.00;6129.00;1226.00;73.00;F1322
20211201;14;29;37;51188.00;1024.00;50164.00;18561.00;9797.00;16750.00;5056.00;67.00;F1323
20220101;14;27;45;8190.00;655.00;7535.00;1884.00;1978.00;2826.00;847.00;70.00;F1324
20220201;18;27;38;39390.00;5515.00;33875.00;8469.00;6606.00;12703.00;6097.00;65.00;F1325
20220301;15;31;37;11400.00;570.00;10830.00;2708.00;2924.00;4873.00;325.00;50.00;F1326
20220401;14;29;36;24521.00;981.00;23540.00;6827.00;5682.00;7688.00;3343.00;31.00;F1327
20220501;14;29;36;64519.00;12904.00;51615.00;14452.00;13750.00;16723.00;6690.00;91.00;F1328
20220601;16;33;36;19006.00;2851.00;16155.00;5008.00;3901.00;5574.00;1672.00;43.00;F1329
20220701;18;32;41;49440.00;9394.00;40046.00;8810.00;9683.00;18742.00;2811.00;96.00;F1330
20220801;17;24;45;15300.00;918.00;14382.00;4890.00;3227.00;4556.00;1709.00;85.00;F1331
20220901;17;24;45;19824.00;2974.00;16850.00;6403.00;2925.00;4701.00;2821.00;42.00;F1332
20221001;16;32;43;27324.00;6285.00;21039.00;6312.00;3976.00;7805.00;2946.00;66.00;F1333
20221101;14;35;40;51770.00;7248.00;44522.00;16918.00;9109.00;15734.00;2761.00;62.00;F1334
20221201;18;25;38;10797.00;1188.00;9609.00;1922.00;1922.00;4535.00;1230.00;61.00;F1335
20210101;16;31;38;18150.00;4538.00;13612.00;3675.00;3279.00;5167.00;1491.00;75.00;F1336
20210201;15;28;40;27328.00;8198.00;19130.00;7269.00;3440.00;6049.00;2372.00;64.00;F1337
20210301;18;27;37;9612.00;2307.00;7305.00;2703.00;1611.00;2715.00;276.00;54.00;F1338
20210401;18;36;37;27750.00;3330.00;24420.00;5128.00;6752.00;7910.00;4630.00;75.00;F1339
20210501;17;34;37;19476.00;3895.00;15581.00;3739.00;3197.00;5329.00;3316.00;36.00;F1340
20210601;16;27;36;16744.00;2009.00;14735.00;3389.00;3631.00;6127.00;1588.00;56.00;F1341
20210701;18;34;41;18537.00;5376.00;13161.00;5001.00;2366.00;4325.00;1469.00;37.00;F1342
20210801;15;28;36;19912.00;3982.00;15930.00;5735.00;3262.00;4792.00;2141.00;76.00;F1343
20210901;14;27;37;59426.00;16639.00;42787.00;11125.00;8232.00;16148.00;7282.00;86.00;F1344
20211001;15;35;44;41650.00;9163.00;32487.00;8447.00;6972.00;10097.00;6971.00;50.00;F1345
20211101;18;35;41;25776.00;7733.00;18043.00;5413.00;4799.00;7199.00;632.00;48.00;F1346
20211201;15;33;41;28054.00;7855.00;20199.00;5050.00;4090.00;8332.00;2727.00;83.00;F1347
20220101;17;25;39;57226.00;9156.00;48070.00;16825.00;8436.00;18747.00;4062.00;71.00;F1348
20220201;16;27;43;17706.00;5312.00;12394.00;4586.00;2889.00;4294.00;625.00;78.00;F1349
20220301;16;34;42;44428.00;9774.00;34654.00;8664.00;8317.00;11176.00;6497.00;58.00;F1350
20220401;15;27;44;12934.00;2328.00;10606.00;3818.00;2715.00;3190.00;883.00;58.00;F1351
20220501;18;24;42;30810.00;6470.00;24340.00;5598.00;5623.00;8434.00;4685.00;78.00;F1352
20220601;14;31;44;63632.00;10817.00;52815.00;12147.00;12200.00;21554.00;6914.00;97.00;F1353
20220701;16;28;42;29916.00;1496.00;28420.00;6537.00;8097.00;9191.00;4595.00;36.00;F1354
20220801;17;32;45;46735.00;13553.00;33182.00;8296.00;8959.00;13936.00;1991.00;65.00;F1355
20220901;15;28;41;22512.00;5178.00;17334.00;6240.00;3661.00;6102.00;1331.00;42.00;F1356
20221001;16;32;38;23600.00;944.00;22656.00;4984.00;5832.00;9189.00;2651.00;100.00;F1357
20221101;17;32;44;66060.00;15854.00;50206.00;10041.00;14861.00;20484.00;4820.00;90.00;F1358
20221201;15;27;38;24930.00;3740.00;21190.00;6357.00;5340.00;6082.00;3411.00;90.00;F1359
20210101;15;30;41;6440.00;1352.00;5088.00;1323.00;941.00;2071.00;753.00;46.00;F1360
20210201;17;36;42;30320.00;3335.00;26985.00;6746.00;8096.00;8703.00;3440.00;40.00;F1361
20210301;15;32;37;7562.00;832.00;6730.00;1952.00;1816.00;2055.00;907.00;38.00;F1362
20210401;15;28;44;59700.00;10746.00;48954.00;12239.00;12850.00;16155.00;7710.00;100.00;F1363
20210501;18;31;42;17918.00;1792.00;16126.00;3225.00;3354.00;7225.00;2322.00;62.00;F1364
20210601;17;24;44;40920.00;9002.00;31918.00;11490.00;5107.00;10010.00;5311.00;93.00;F1365
20210701;14;34;38;31443.00;2830.00;28613.00;8298.00;6095.00;9345.00;4875.00;47.00;F1366
20210801;14;28;41;18957.00;1137.00;17820.00;6593.00;3031.00;6624.00;1572.00;71.00;F1367
20210901;17;34;41;13944.00;697.00;13247.00;3974.00;3246.00;4729.00;1298.00;42.00;F1368
20211001;16;34;38;16610.00;3322.00;13288.00;2923.00;2902.00;4664.00;2799.00;55.00;F1369
20211101;18;36;39;29812.00;1192.00;28620.00;10017.00;4837.00;8185.00;5581.00;58.00;F1370
20211201;18;29;45;34830.00;1045.00;33785.00;10473.00;6294.00;13055.00;3963.00;43.00;F1371
20220101;14;29;36;60458.00;6046.00;54412.00;13603.00;15099.00;21221.00;4489.00;86.00;F1372
20220201;15;35;45;50589.00;9106.00;41483.00;14934.00;8761.00;11151.00;6637.00;73.00;F1373
20220301;15;28;36;7065.00;283.00;6782.00;1696.00;1526.00;2848.00;712.00;45.00;F1374
20220401;15;25;37;24552.00;7120.00;17432.00;4184.00;3842.00;7286.00;2120.00;93.00;F1375
20220501;14;26;37;33364.00;7006.00;26358.00;10016.00;6373.00;8008.00;1961.00;76.00;F1376
20220601;18;31;42;12714.00;2416.00;10298.00;3501.00;2107.00;4078.00;612.00;39.00;F1377
20220701;16;35;41;29234.00;3216.00;26018.00;8326.00;7077.00;10261.00;354.00;47.00;F1378
20220801;15;24;45;61698.00;18509.00;43189.00;11229.00;12145.00;19176.00;639.00;78.00;F1379
20220901;18;27;41;7120.00;1139.00;5981.00;1974.00;1002.00;2244.00;761.00;40.00;F1380
20221001;16;35;40;13986.00;2937.00;11049.00;4088.00;2715.00;3550.00;696.00;54.00;F1381
20221101;18;31;36;19920.00;2988.00;16932.00;3725.00;4490.00;7264.00;1453.00;30.00;F1382
20221201;15;27;40;6669.00;1467.00;5202.00;1353.00;1001.00;2040.00;808.00;39.00;F1383
20210101;17;25;42;6600.00;990.00;5610.00;1290.00;1166.00;2376.00;778.00;60.00;F1384
20210201;18;27;44;43619.00;1309.00;42310.00;12270.00;10214.00;16222.00;3604.00;53.00;F1385
20210301;16;33;45;25575.00;5882.00;19693.00;7089.00;3151.00;5546.00;3907.00;75.00;F1386
20210401;16;26;42;49308.00;11341.00;37967.00;13288.00;7404.00;14314.00;2961.00;84.00;F1387
20210501;15;34;36;54336.00;9780.00;44556.00;9357.00;13024.00;14784.00;7391.00;96.00;F1388
20210601;14;31;40;38761.00;3101.00;35660.00;13551.00;5969.00;10612.00;5528.00;83.00;F1389
20210701;16;24;39;14553.00;291.00;14262.00;2995.00;2817.00;5408.00;3042.00;77.00;F1390
20210801;17;24;37;39798.00;6368.00;33430.00;11032.00;5600.00;12319.00;4479.00;54.00;F1391
20210901;14;34;41;43687.00;6116.00;37571.00;11647.00;6481.00;11407.00;8036.00;79.00;F1392
20211001;14;34;38;6586.00;1449.00;5137.00;1387.00;1313.00;2025.00;412.00;37.00;F1393
20211101;15;29;42;22330.00;3573.00;18757.00;6190.00;3142.00;5027.00;4398.00;55.00;F1394
20211201;18;33;36;10920.00;437.00;10483.00;3879.00;1849.00;3170.00;1585.00;39.00;F1395
20220101;17;36;42;27816.00;6398.00;21418.00;5997.00;5089.00;6477.00;3855.00;38.00;F1396
20220201;18;26;41;65846.00;3292.00;62554.00;20643.00;14250.00;18022.00;9639.00;82.00;F1397
20220301;14;31;42;14178.00;3403.00;10775.00;3125.00;2295.00;3366.00;1989.00;34.00;F1398
20220401;14;35;42;45420.00;12263.00;33157.00;10610.00;7666.00;13528.00;1353.00;60.00;F1399
20220501;16;28;36;26765.00;1071.00;25694.00;6424.00;6937.00;8672.00;3661.00;53.00;F1400
20220601;14;35;40;26550.00;7700.00;18850.00;4147.00;3970.00;7793.00;2940.00;59.00;F1401
20220701;18;27;43;7722.00;386.00;7336.00;1761.00;2063.00;2955.00;557.00;54.00;F1402
20220801;16;31;43;33110.00;2318.00;30792.00;10777.00;7806.00;8807.00;3402.00;70.00;F1403
20220901;15;25;44;27390.00;2191.00;25199.00;6552.00;5221.00;9696.00;3730.00;66.00;F1404
20221001;17;24;37;7998.00;1360.00;6638.00;2058.00;1145.00;2427.00;1008.00;43.00;F1405
20221101;17;29;43;47760.00;7164.00;40596.00;13397.00;9248.00;14959.00;2992.00;60.00;F1406
20221201;14;29;45;57300.00;12606.00;44694.00;9833.00;10458.00;16385.00;8018.00;75.00;F1407
20210101;17;30;44;16812.00;336.00;16476.00;6096.00;3425.00;5605.00;1350.00;36.00;F1408
20210201;18;26;41;61540.00;4308.00;57232.00;17170.00;11618.00;18028.00;10416.00;85.00;F1409
20210301;17;34;43;35650.00;6417.00;29233.00;11109.00;6162.00;7793.00;4169.00;46.00;F1410
20210401;16;29;45;9900.00;396.00;9504.00;3421.00;2433.00;3528.00;122.00;36.00;F1411
20210501;16;34;41;23700.00;5451.00;18249.00;3650.00;5694.00;5986.00;2919.00;50.00;F1412
20210601;16;29;44;14982.00;3895.00;11087.00;4102.00;1886.00;3004.00;2095.00;33.00;F1413
20210701;14;27;38;39236.00;9809.00;29427.00;7357.00;6180.00;10814.00;5076.00;68.00;F1414
20210801;16;35;36;17776.00;1422.00;16354.00;5724.00;2658.00;4252.00;3720.00;44.00;F1415
20210901;15;36;42;60930.00;10967.00;49963.00;18486.00;10702.00;13220.00;7555.00;90.00;F1416
20211001;16;25;42;21804.00;1962.00;19842.00;4365.00;5881.00;7584.00;2012.00;69.00;F1417
20211101;17;27;40;38340.00;4984.00;33356.00;12008.00;8326.00;10887.00;2135.00;60.00;F1418
20211201;14;25;36;14104.00;987.00;13117.00;3542.00;3447.00;4022.00;2106.00;86.00;F1419
20220101;16;33;41;21210.00;2333.00;18877.00;5663.00;3568.00;6475.00;3171.00;42.00;F1420
20220201;18;25;39;21855.00;6338.00;15517.00;3569.00;3106.00;5735.00;3107.00;31.00;F1421
20220301;14;35;38;19692.00;1575.00;18117.00;5073.00;4696.00;5870.00;2478.00;36.00;F1422
20220401;15;36;44;28170.00;5071.00;23099.00;6468.00;6486.00;6652.00;3493.00;45.00;F1423
20220501;17;28;39;20526.00;5747.00;14779.00;4877.00;3961.00;4159.00;1782.00;33.00;F1424
20220601;17;33;40;60192.00;10835.00;49357.00;14314.00;12966.00;17872.00;4205.00;96.00;F1425
20220701;14;28;38;31740.00;6983.00;24757.00;6932.00;5169.00;8378.00;4278.00;46.00;F1426
20220801;18;34;43;27729.00;1109.00;26620.00;8785.00;6599.00;9096.00;2140.00;79.00;F1427
20220901;18;35;45;27650.00;6360.00;21290.00;4684.00;6144.00;7805.00;2657.00;70.00;F1428
20221001;14;28;41;17450.00;5061.00;12389.00;2849.00;2385.00;4961.00;2194.00;50.00;F1429
20221101;15;31;41;15872.00;2857.00;13015.00;3514.00;3325.00;3800.00;2376.00;62.00;F1430
20221201;17;27;36;10492.00;2203.00;8289.00;2984.00;1751.00;2228.00;1326.00;43.00;F1431
20210101;15;30;44;12800.00;2048.00;10752.00;3333.00;2374.00;4303.00;742.00;50.00;F1432
20210201;18;26;44;39160.00;5874.00;33286.00;8987.00;7290.00;13850.00;3159.00;88.00;F1433
20210301;17;33;39;12645.00;379.00;12266.00;4416.00;2120.00;3454.00;2276.00;45.00;F1434
20210401;18;26;44;36342.00;1090.00;35252.00;9166.00;6522.00;12782.00;6782.00;54.00;F1435
20210501;16;32;36;68500.00;17125.00;51375.00;18495.00;12166.00;14138.00;6576.00;100.00;F1436
20210601;18;32;44;32047.00;6409.00;25638.00;5640.00;6599.00;10799.00;2600.00;73.00;F1437
20210701;18;26;40;14276.00;2712.00;11564.00;2544.00;2886.00;5232.00;902.00;43.00;F1438
20210801;16;30;36;31948.00;2556.00;29392.00;9405.00;5596.00;9994.00;4397.00;98.00;F1439
20210901;14;27;38;33580.00;6380.00;27200.00;5440.00;6310.00;11315.00;4135.00;46.00;F1440
20211001;14;31;39;52688.00;4215.00;48473.00;16966.00;9767.00;16699.00;5041.00;74.00;F1441
20211101;17;31;43;36093.00;10106.00;25987.00;5197.00;5821.00;11850.00;3119.00;53.00;F1442
20211201;17;25;39;60768.00;3646.00;57122.00;21706.00;12396.00;17000.00;6020.00;96.00;F1443
20220101;16;29;38;14924.00;2537.00;12387.00;2973.00;2918.00;4989.00;1507.00;91.00;F1444
20220201;17;32;37;38728.00;1936.00;36792.00;10670.00;7053.00;11494.00;7575.00;47.00;F1445
20220301;14;33;43;58650.00;14663.00;43987.00;14956.00;9580.00;15096.00;4355.00;69.00;F1446
20220401;18;35;36;36225.00;3985.00;32240.00;9672.00;5868.00;9027.00;7673.00;75.00;F1447
20220501;18;29;37;42904.00;3003.00;39901.00;13167.00;9090.00;12298.00;5346.00;62.00;F1448
20220601;14;27;38;45220.00;8592.00;36628.00;9890.00;10428.00;13102.00;3208.00;76.00;F1449
20220701;16;27;39;12121.00;2545.00;9576.00;2202.00;2065.00;3097.00;2212.00;31.00;F1450
20220801;15;31;39;13545.00;948.00;12597.00;4157.00;2954.00;3967.00;1519.00;63.00;F1451
20220901;17;28;37;35378.00;6722.00;28656.00;10603.00;4694.00;10832.00;2527.00;98.00;F1452
20221001;18;30;37;48144.00;13480.00;34664.00;8319.00;8167.00;13436.00;4742.00;68.00;F1453
20221101;17;29;45;32307.00;9369.00;22938.00;5046.00;5368.00;8230.00;4294.00;89.00;F1454
20221201;15;26;45;18756.00;2251.00;16505.00;5942.00;4014.00;4859.00;1690.00;36.00;F1455
20210101;17;25;41;81900.00;9828.00;72072.00;27387.00;12959.00;21002.00;10724.00;100.00;F1456
20210201;17;34;38;11920.00;1907.00;10013.00;2003.00;2563.00;4165.00;1282.00;40.00;F1457
20210301;16;34;43;48438.00;14531.00;33907.00;11528.00;6714.00;9175.00;6490.00;81.00;F1458
20210401;17;29;41;19032.00;2474.00;16558.00;3477.00;3532.00;6802.00;2747.00;78.00;F1459
20210501;17;29;39;53361.00;12807.00;40554.00;9327.00;9368.00;16863.00;4996.00;77.00;F1460
20210601;16;31;37;14696.00;588.00;14108.00;3809.00;4120.00;5973.00;206.00;44.00;F1461
20210701;18;26;42;9272.00;371.00;8901.00;3204.00;1652.00;2336.00;1709.00;76.00;F1462
20210801;14;26;44;24433.00;3421.00;21012.00;4623.00;4917.00;8686.00;2786.00;53.00;F1463
20210901;15;36;37;23010.00;2761.00;20249.00;6277.00;4750.00;5729.00;3493.00;39.00;F1464
20211001;14;35;37;29945.00;8085.00;21860.00;4591.00;5181.00;10016.00;2072.00;53.00;F1465
20211101;14;31;42;33731.00;8433.00;25298.00;9613.00;4392.00;7843.00;3450.00;89.00;F1466
20211201;17;33;43;14934.00;3883.00;11051.00;2431.00;2500.00;5172.00;948.00;57.00;F1467
20220101;17;27;42;61275.00;15319.00;45956.00;10570.00;9554.00;15924.00;9908.00;75.00;F1468
20220201;15;26;45;63714.00;4460.00;59254.00;21924.00;10079.00;19038.00;8213.00;82.00;F1469
20220301;18;30;36;52569.00;3680.00;48889.00;11733.00;11147.00;18578.00;7431.00;81.00;F1470
20220401;14;31;38;29807.00;3577.00;26230.00;7869.00;5508.00;8262.00;4591.00;41.00;F1471
20220501;18;36;36;27132.00;543.00;26589.00;6115.00;6142.00;9418.00;4914.00;76.00;F1472
20220601;14;31;40;28140.00;3658.00;24482.00;8814.00;5954.00;7834.00;1880.00;60.00;F1473
20220701;14;32;42;12083.00;1692.00;10391.00;3845.00;1964.00;3011.00;1571.00;43.00;F1474
20220801;18;33;43;12314.00;1478.00;10836.00;3684.00;2217.00;4220.00;715.00;47.00;F1475
20220901;18;32;38;33605.00;7729.00;25876.00;8798.00;6831.00;10247.00;0.00;65.00;F1476
20221001;15;24;40;20468.00;3684.00;16784.00;4028.00;3444.00;6888.00;2424.00;86.00;F1477
20221101;18;30;45;19000.00;5320.00;13680.00;2736.00;3612.00;6348.00;984.00;38.00;F1478
20221201;15;27;38;14157.00;3822.00;10335.00;3721.00;2447.00;3241.00;926.00;99.00;F1479
20210101;18;28;44;14520.00;1307.00;13213.00;3171.00;2511.00;5724.00;1807.00;88.00;F1480
20210201;15;30;36;10773.00;2155.00;8618.00;2413.00;2482.00;3040.00;683.00;81.00;F1481
20210301;18;32;44;24200.00;7260.00;16940.00;3727.00;5021.00;5946.00;2246.00;100.00;F1482
20210401;18;24;43;49128.00;8352.00;40776.00;10194.00;11927.00;16820.00;1835.00;89.00;F1483
20210501;17;32;42;28296.00;5659.00;22637.00;7697.00;4631.00;7769.00;2540.00;72.00;F1484
20210601;15;33;43;20394.00;1224.00;19170.00;6518.00;4175.00;6199.00;2278.00;99.00;F1485
20210701;18;33;43;72000.00;9360.00;62640.00;15660.00;14094.00;24430.00;8456.00;90.00;F1486
20210801;15;26;44;46530.00;4653.00;41877.00;10888.00;12396.00;15185.00;3408.00;99.00;F1487
20210901;18;31;39;25175.00;3776.00;21399.00;6206.00;5166.00;8052.00;1975.00;95.00;F1488
20211001;14;32;44;30720.00;5837.00;24883.00;5723.00;6514.00;9388.00;3258.00;48.00;F1489
20211101;14;34;36;30096.00;2107.00;27989.00;7277.00;7456.00;10149.00;3107.00;36.00;F1490
20211201;14;30;37;21012.00;2942.00;18070.00;3614.00;5782.00;6650.00;2024.00;68.00;F1491
20220101;16;30;44;31944.00;2556.00;29388.00;10580.00;6395.00;8652.00;3761.00;66.00;F1492
20220201;15;27;44;46726.00;1869.00;44857.00;17046.00;10012.00;15852.00;1947.00;61.00;F1493
20220301;14;30;39;32700.00;7194.00;25506.00;6887.00;7261.00;8751.00;2607.00;60.00;F1494
20220401;14;30;38;69736.00;19526.00;50210.00;11548.00;13918.00;19331.00;5413.00;92.00;F1495
20220501;14;27;44;13659.00;2595.00;11064.00;2766.00;2572.00;4232.00;1494.00;87.00;F1496
20220601;14;26;42;43005.00;8171.00;34834.00;9405.00;6612.00;11443.00;7374.00;61.00;F1497
20220701;15;32;43;25208.00;2269.00;22939.00;7799.00;4088.00;6359.00;4693.00;46.00;F1498
20220801;14;34;36;49491.00;13363.00;36128.00;8671.00;7688.00;11257.00;8512.00;81.00;F1499
20220901;16;33;36;12640.00;2781.00;9859.00;2859.00;2800.00;3010.00;1190.00;79.00;F1500
20221001;17;27;40;20085.00;2209.00;17876.00;4290.00;3804.00;7201.00;2581.00;65.00;F1501
20221101;14;28;42;32436.00;5514.00;26922.00;7538.00;6009.00;10661.00;2714.00;51.00;F1502
20221201;16;28;42;33312.00;5330.00;27982.00;6716.00;8506.00;11058.00;1702.00;48.00;F1503
20210101;17;25;40;18990.00;2089.00;16901.00;4056.00;3597.00;6551.00;2697.00;45.00;F1504
20210201;14;32;42;25335.00;4307.00;21028.00;7991.00;4302.00;5867.00;2868.00;45.00;F1505
20210301;16;33;45;14787.00;1331.00;13456.00;4171.00;3157.00;4178.00;1950.00;93.00;F1506
20210401;14;31;42;37553.00;3755.00;33798.00;6760.00;7841.00;15952.00;3245.00;47.00;F1507
20210501;17;28;40;11288.00;903.00;10385.00;2804.00;2274.00;3336.00;1971.00;83.00;F1508
20210601;18;32;38;10001.00;900.00;9101.00;2366.00;1953.00;2761.00;2021.00;73.00;F1509
20210701;14;31;39;16882.00;2870.00;14012.00;3503.00;3783.00;5780.00;946.00;46.00;F1510
20210801;14;25;38;38269.00;11481.00;26788.00;7769.00;7037.00;11221.00;761.00;71.00;F1511
20210901;17;33;39;33000.00;8910.00;24090.00;5782.00;5492.00;10802.00;2014.00;60.00;F1512
20211001;16;35;42;52080.00;11978.00;40102.00;15239.00;8453.00;10194.00;6216.00;93.00;F1513
20211101;17;33;43;8670.00;2254.00;6416.00;1476.00;1334.00;2421.00;1185.00;34.00;F1514
20211201;14;30;44;5376.00;161.00;5215.00;1252.00;1110.00;2378.00;475.00;48.00;F1515
20220101;15;30;38;6732.00;875.00;5857.00;1757.00;1353.00;1804.00;943.00;51.00;F1516
20220201;15;25;43;19800.00;3366.00;16434.00;4766.00;3734.00;5717.00;2217.00;36.00;F1517
20220301;14;27;45;37534.00;9008.00;28526.00;8558.00;5192.00;11981.00;2795.00;49.00;F1518
20220401;17;31;36;15990.00;4637.00;11353.00;3633.00;2856.00;4246.00;618.00;41.00;F1519
20220501;14;27;45;19500.00;4875.00;14625.00;3364.00;4167.00;5067.00;2027.00;50.00;F1520
20220601;18;35;44;27432.00;3018.00;24414.00;7568.00;6065.00;10108.00;673.00;54.00;F1521
20220701;17;32;40;14715.00;1766.00;12949.00;4662.00;2900.00;3646.00;1741.00;45.00;F1522
20220801;14;24;36;34748.00;695.00;34053.00;7832.00;7866.00;11275.00;7080.00;73.00;F1523
20220901;17;34;41;29136.00;6410.00;22726.00;6363.00;5891.00;7363.00;3109.00;48.00;F1524
20221001;17;27;37;32956.00;8239.00;24717.00;5191.00;7420.00;8982.00;3124.00;77.00;F1525
20221101;16;29;40;41002.00;9430.00;31572.00;6946.00;6895.00;14283.00;3448.00;83.00;F1526
20221201;17;35;39;16842.00;674.00;16168.00;3880.00;3686.00;5284.00;3318.00;42.00;F1527
20210101;15;27;37;40199.00;7638.00;32561.00;10745.00;6108.00;12435.00;3273.00;61.00;F1528
20210201;16;33;37;13468.00;1077.00;12391.00;2726.00;3576.00;5219.00;870.00;74.00;F1529
20210301;17;28;38;20493.00;2459.00;18034.00;6132.00;3690.00;6784.00;1428.00;81.00;F1530
20210401;15;25;38;6816.00;341.00;6475.00;2072.00;1145.00;1805.00;1453.00;32.00;F1531
20210501;15;36;40;19923.00;4981.00;14942.00;5379.00;2965.00;5451.00;1147.00;87.00;F1532
20210601;15;35;42;29192.00;8466.00;20726.00;6840.00;5416.00;5554.00;2916.00;82.00;F1533
20210701;16;31;38;59942.00;16184.00;43758.00;14440.00;8209.00;16711.00;4398.00;82.00;F1534
20210801;16;30;39;31078.00;2797.00;28281.00;7636.00;6606.00;8671.00;5368.00;41.00;F1535
20210901;15;31;41;55853.00;7819.00;48034.00;11528.00;9857.00;17888.00;8761.00;79.00;F1536
20211001;18;32;43;29500.00;2360.00;27140.00;6785.00;5089.00;8753.00;6513.00;50.00;F1537
20211101;14;31;40;32040.00;1602.00;30438.00;10958.00;7402.00;9350.00;2728.00;72.00;F1538
20211201;18;26;41;8640.00;864.00;7776.00;1555.00;1804.00;2613.00;1804.00;72.00;F1539
20220101;15;24;45;42432.00;9759.00;32673.00;7842.00;8939.00;13905.00;1987.00;51.00;F1540
20220201;14;31;42;77648.00;22518.00;55130.00;19296.00;11109.00;18992.00;5733.00;92.00;F1541
20220301;15;33;44;18483.00;3512.00;14971.00;5689.00;3620.00;4363.00;1299.00;61.00;F1542
20220401;17;27;45;32820.00;7549.00;25271.00;6570.00;5610.00;8789.00;4302.00;60.00;F1543
20220501;18;25;43;34656.00;5545.00;29111.00;9898.00;4803.00;8454.00;5956.00;96.00;F1544
20220601;15;27;45;23760.00;6178.00;17582.00;5099.00;3495.00;6117.00;2871.00;55.00;F1545
20220701;18;35;44;14895.00;4469.00;10426.00;2294.00;2602.00;3578.00;1952.00;45.00;F1546
20220801;15;34;43;17220.00;2755.00;14465.00;5497.00;2242.00;3677.00;3049.00;41.00;F1547
20220901;15;33;44;12558.00;1633.00;10925.00;2185.00;3496.00;4632.00;612.00;78.00;F1548
20221001;17;31;41;11560.00;2774.00;8786.00;2284.00;2016.00;3836.00;650.00;68.00;F1549
20221101;16;28;40;29600.00;2072.00;27528.00;8534.00;5318.00;10067.00;3609.00;40.00;F1550
20221201;16;36;40;44604.00;7137.00;37467.00;10116.00;9573.00;11761.00;6017.00;59.00;F1551
20210101;18;33;39;34750.00;5908.00;28842.00;7211.00;8436.00;11248.00;1947.00;50.00;F1552
20210201;18;27;38;26406.00;1584.00;24822.00;6206.00;6329.00;8191.00;4096.00;81.00;F1553
20210301;17;30;39;69660.00;4180.00;65480.00;22918.00;16174.00;24686.00;1702.00;90.00;F1554
20210401;15;24;45;38612.00;9267.00;29345.00;9977.00;5617.00;9490.00;4261.00;49.00;F1555
20210501;15;31;38;69803.00;2792.00;67011.00;20103.00;13603.00;23454.00;9851.00;83.00;F1556
20210601;17;30;43;70000.00;7700.00;62300.00;16821.00;13644.00;20466.00;11369.00;100.00;F1557
20210701;15;32;38;61300.00;8582.00;52718.00;19506.00;12953.00;17602.00;2657.00;100.00;F1558
20210801;15;34;42;21560.00;2156.00;19404.00;5433.00;3493.00;8103.00;2375.00;88.00;F1559
20210901;14;34;43;14280.00;286.00;13994.00;3918.00;2620.00;5441.00;2015.00;35.00;F1560
20211001;15;27;38;17464.00;4191.00;13273.00;4115.00;3205.00;4487.00;1466.00;59.00;F1561
